"nrInst","nrAgencia","cdClient","nmClient","nrCpfCnpj","nrContrato","dtContrato","qtPrestacoes","vlTotal","cdProduto","dsProduto","cdCarteira","dsCarteira","nrProposta","nrPresta","tpPresta","nrSeqPre","dtVctPre","vlPresta","vlMora","vlMulta","vlOutAcr","vlIof","vlDescon","vlAtual","idSituac","idSitVen","isValidCpfOrCNPJ","isPaymentValid","vlTotalBRL","vlPrestaBRL","vlMoraBRL","vlMultaBRL","vlAtualBRL"
"1204","11","24775","CLIENTE 388","924712525707","61388","20221114","1","5396.29","1221","CDC PESSOA JURIDICA","14","CRÉDITO DIRETO AO CONSUMIDOR","705176","2","Original","0","20240609","57966.3","84410.26","45026.34","0","0","0","187402.9","Aberta","Vencida",false,,"R$ 5.396,29","R$ 57.966,30","R$ 84.410,26","R$ 45.026,34","R$ 187.402,90"
"1685","22","81595","CLIENTE 389","469622227421","175238","20220424","5","99705.2","780","CDC PESSOA JURIDICA","2","CRÉDITO DIRETO AO CONSUMIDOR","853025","2","Original","0","20240527","75812.98","26525.1","89620","0","0","0","191958.08","Aberta","Vencida",false,,"R$ 99.705,20","R$ 75.812,98","R$ 26.525,10","R$ 89.620,00","R$ 191.958,08"
"1685","22","81595","CLIENTE 389","469622227421","175238","20220424","5","99705.2","780","CDC PESSOA JURIDICA","2","CRÉDITO DIRETO AO CONSUMIDOR","853025","3","Original","0","20241023","18959.51","24284.97","51465.1","0","0","0","94709.57999999999","Aberta","Vencida",false,,"R$ 99.705,20","R$ 18.959,51","R$ 24.284,97","R$ 51.465,10","R$ 94.709,58"
"1685","22","81595","CLIENTE 389","469622227421","175238","20220424","5","99705.2","780","CDC PESSOA JURIDICA","2","CRÉDITO DIRETO AO CONSUMIDOR","853025","4","Original","0","20220510","71615.78","79609.57","2903.23","0","0","0","154128.58000000002","Aberta","Vencida",false,,"R$ 99.705,20","R$ 71.615,78","R$ 79.609,57","R$ 2.903,23","R$ 154.128,58"
"1685","22","81595","CLIENTE 389","469622227421","175238","20220424","5","99705.2","780","CDC PESSOA JURIDICA","2","CRÉDITO DIRETO AO CONSUMIDOR","853025","5","Original","0","20230515","1122.1","42250.62","34188.77","0","0","0","77561.48999999999","Aberta","Vencida",false,,"R$ 99.705,20","R$ 1.122,10","R$ 42.250,62","R$ 34.188,77","R$ 77.561,49"
"1685","22","81595","CLIENTE 389","469622227421","175238","20220424","5","99705.2","780","CDC PESSOA JURIDICA","2","CRÉDITO DIRETO AO CONSUMIDOR","853025","6","Original","0","20220420","94356.97","4836.73","75070.77","0","0","0","174264.47","Aberta","Vencida",false,,"R$ 99.705,20","R$ 94.356,97","R$ 4.836,73","R$ 75.070,77","R$ 174.264,47"
"92","26","33747","CLIENTE 390","721691183210","872779","20220126","2","84121.75","352","CDC PESSOA JURIDICA","2","CRÉDITO DIRETO AO CONSUMIDOR","424711","2","Original","0","20240709","26651.74","29754.8","48349.34","0","0","0","104755.88","Aberta","Vencida",false,,"R$ 84.121,75","R$ 26.651,74","R$ 29.754,80","R$ 48.349,34","R$ 104.755,88"
"92","26","33747","CLIENTE 390","721691183210","872779","20220126","2","84121.75","352","CDC PESSOA JURIDICA","2","CRÉDITO DIRETO AO CONSUMIDOR","424711","3","Original","0","20231113","74657.7","96530.63","88746.45","0","0","0","259934.78000000003","Aberta","Vencida",false,,"R$ 84.121,75","R$ 74.657,70","R$ 96.530,63","R$ 88.746,45","R$ 259.934,78"
"936","47","45578","CLIENTE 391","870789560376","50698","20230625","6","79481.4","369","CDC PESSOA JURIDICA","3","CRÉDITO DIRETO AO CONSUMIDOR","270033","2","Original","0","20240707","17723.14","80287.1","63151.29","0","0","0","161161.53","Aberta","Vencida",false,,"R$ 79.481,40","R$ 17.723,14","R$ 80.287,10","R$ 63.151,29","R$ 161.161,53"
"936","47","45578","CLIENTE 391","870789560376","50698","20230625","6","79481.4","369","CDC PESSOA JURIDICA","3","CRÉDITO DIRETO AO CONSUMIDOR","270033","3","Original","0","20221208","1226.96","44438.65","35052.12","0","0","0","80717.73000000001","Aberta","Vencida",false,,"R$ 79.481,40","R$ 1.226,96","R$ 44.438,65","R$ 35.052,12","R$ 80.717,73"
"936","47","45578","CLIENTE 391","870789560376","50698","20230625","6","79481.4","369","CDC PESSOA JURIDICA","3","CRÉDITO DIRETO AO CONSUMIDOR","270033","4","Original","0","20240824","96743.77","36605.61","65544.47","0","0","0","198893.85","Aberta","Vencida",false,,"R$ 79.481,40","R$ 96.743,77","R$ 36.605,61","R$ 65.544,47","R$ 198.893,85"
"936","47","45578","CLIENTE 391","870789560376","50698","20230625","6","79481.4","369","CDC PESSOA JURIDICA","3","CRÉDITO DIRETO AO CONSUMIDOR","270033","5","Original","0","20230519","27013.72","63107.45","78255.3","0","0","0","168376.47","Aberta","Vencida",false,,"R$ 79.481,40","R$ 27.013,72","R$ 63.107,45","R$ 78.255,30","R$ 168.376,47"
"936","47","45578","CLIENTE 391","870789560376","50698","20230625","6","79481.4","369","CDC PESSOA JURIDICA","3","CRÉDITO DIRETO AO CONSUMIDOR","270033","6","Original","0","20221207","18715.98","28463.36","28254.55","0","0","0","75433.89","Aberta","Vencida",false,,"R$ 79.481,40","R$ 18.715,98","R$ 28.463,36","R$ 28.254,55","R$ 75.433,89"
"936","47","45578","CLIENTE 391","870789560376","50698","20230625","6","79481.4","369","CDC PESSOA JURIDICA","3","CRÉDITO DIRETO AO CONSUMIDOR","270033","7","Original","0","20221203","95256.93","24231.1","91332.68","0","0","0","210820.71","Aberta","Vencida",false,,"R$ 79.481,40","R$ 95.256,93","R$ 24.231,10","R$ 91.332,68","R$ 210.820,71"
"334","35","40147","CLIENTE 392","951017516176","501439","20220720","7","44721.83","1137","CDC PESSOA JURIDICA","8","CRÉDITO DIRETO AO CONSUMIDOR","202282","2","Original","0","20240614","22199.74","82230.07","98743.3","0","0","0","203173.11000000002","Aberta","Vencida",false,,"R$ 44.721,83","R$ 22.199,74","R$ 82.230,07","R$ 98.743,30","R$ 203.173,11"
"334","35","40147","CLIENTE 392","951017516176","501439","20220720","7","44721.83","1137","CDC PESSOA JURIDICA","8","CRÉDITO DIRETO AO CONSUMIDOR","202282","3","Original","0","20231218","63190.6","97232.47","29134.1","0","0","0","189557.17","Aberta","Vencida",false,,"R$ 44.721,83","R$ 63.190,60","R$ 97.232,47","R$ 29.134,10","R$ 189.557,17"
"334","35","40147","CLIENTE 392","951017516176","501439","20220720","7","44721.83","1137","CDC PESSOA JURIDICA","8","CRÉDITO DIRETO AO CONSUMIDOR","202282","4","Original","0","20220207","25864.05","61037.65","38488.73","0","0","0","125390.43","Aberta","Vencida",false,,"R$ 44.721,83","R$ 25.864,05","R$ 61.037,65","R$ 38.488,73","R$ 125.390,43"
"334","35","40147","CLIENTE 392","951017516176","501439","20220720","7","44721.83","1137","CDC PESSOA JURIDICA","8","CRÉDITO DIRETO AO CONSUMIDOR","202282","5","Original","0","20231123","71868.27","12527.43","79811.33","0","0","0","164207.03000000003","Aberta","Vencida",false,,"R$ 44.721,83","R$ 71.868,27","R$ 12.527,43","R$ 79.811,33","R$ 164.207,03"
"334","35","40147","CLIENTE 392","951017516176","501439","20220720","7","44721.83","1137","CDC PESSOA JURIDICA","8","CRÉDITO DIRETO AO CONSUMIDOR","202282","6","Original","0","20240115","3558.3","93280.92","7623.9","0","0","0","104463.12","Aberta","Vencida",false,,"R$ 44.721,83","R$ 3.558,30","R$ 93.280,92","R$ 7.623,90","R$ 104.463,12"
"334","35","40147","CLIENTE 392","951017516176","501439","20220720","7","44721.83","1137","CDC PESSOA JURIDICA","8","CRÉDITO DIRETO AO CONSUMIDOR","202282","7","Original","0","20240328","24915.35","74473.6","63055.31","0","0","0","162444.26","Aberta","Vencida",false,,"R$ 44.721,83","R$ 24.915,35","R$ 74.473,60","R$ 63.055,31","R$ 162.444,26"
"334","35","40147","CLIENTE 392","951017516176","501439","20220720","7","44721.83","1137","CDC PESSOA JURIDICA","8","CRÉDITO DIRETO AO CONSUMIDOR","202282","8","Original","0","20221217","5235.87","94457.37","71700.65","0","0","0","171393.88999999998","Aberta","Vencida",false,,"R$ 44.721,83","R$ 5.235,87","R$ 94.457,37","R$ 71.700,65","R$ 171.393,89"
"1664","2","50213","CLIENTE 393","517607077703","166722","20241128","4","68411.65","1464","CDC PESSOA JURIDICA","19","CRÉDITO DIRETO AO CONSUMIDOR","405121","2","Original","0","20240220","14997.76","6111.65","22549.74","0","0","0","43659.15","Aberta","Vencida",false,,"R$ 68.411,65","R$ 14.997,76","R$ 6.111,65","R$ 22.549,74","R$ 43.659,15"
"1664","2","50213","CLIENTE 393","517607077703","166722","20241128","4","68411.65","1464","CDC PESSOA JURIDICA","19","CRÉDITO DIRETO AO CONSUMIDOR","405121","3","Original","0","20240901","97062.09","38608.52","79689.84","0","0","0","215360.44999999998","Aberta","Vencida",false,,"R$ 68.411,65","R$ 97.062,09","R$ 38.608,52","R$ 79.689,84","R$ 215.360,45"
"1664","2","50213","CLIENTE 393","517607077703","166722","20241128","4","68411.65","1464","CDC PESSOA JURIDICA","19","CRÉDITO DIRETO AO CONSUMIDOR","405121","4","Original","0","20240722","27979.72","78685.41","77111.2","0","0","0","183776.33000000002","Aberta","Vencida",false,,"R$ 68.411,65","R$ 27.979,72","R$ 78.685,41","R$ 77.111,20","R$ 183.776,33"
"1664","2","50213","CLIENTE 393","517607077703","166722","20241128","4","68411.65","1464","CDC PESSOA JURIDICA","19","CRÉDITO DIRETO AO CONSUMIDOR","405121","5","Original","0","20241202","20572.49","14086.83","42555.73","0","0","0","77215.05","Aberta","Vencida",false,,"R$ 68.411,65","R$ 20.572,49","R$ 14.086,83","R$ 42.555,73","R$ 77.215,05"
"1759","24","72870","CLIENTE 394","306903547186","928510","20230107","8","2126.74","115","CDC PESSOA JURIDICA","19","CRÉDITO DIRETO AO CONSUMIDOR","744446","2","Original","0","20240119","68487.32","7984.23","98557.8","0","0","0","175029.35","Aberta","Vencida",false,,"R$ 2.126,74","R$ 68.487,32","R$ 7.984,23","R$ 98.557,80","R$ 175.029,35"
"1759","24","72870","CLIENTE 394","306903547186","928510","20230107","8","2126.74","115","CDC PESSOA JURIDICA","19","CRÉDITO DIRETO AO CONSUMIDOR","744446","3","Original","0","20240107","49207.89","55761.56","91175.26","0","0","0","196144.71","Aberta","Vencida",false,,"R$ 2.126,74","R$ 49.207,89","R$ 55.761,56","R$ 91.175,26","R$ 196.144,71"
"1759","24","72870","CLIENTE 394","306903547186","928510","20230107","8","2126.74","115","CDC PESSOA JURIDICA","19","CRÉDITO DIRETO AO CONSUMIDOR","744446","4","Original","0","20240622","32584.37","30706.73","95342.96","0","0","0","158634.06","Aberta","Vencida",false,,"R$ 2.126,74","R$ 32.584,37","R$ 30.706,73","R$ 95.342,96","R$ 158.634,06"
"1759","24","72870","CLIENTE 394","306903547186","928510","20230107","8","2126.74","115","CDC PESSOA JURIDICA","19","CRÉDITO DIRETO AO CONSUMIDOR","744446","5","Original","0","20220404","8060.64","39089.29","30872.55","0","0","0","78022.48","Aberta","Vencida",false,,"R$ 2.126,74","R$ 8.060,64","R$ 39.089,29","R$ 30.872,55","R$ 78.022,48"
"1759","24","72870","CLIENTE 394","306903547186","928510","20230107","8","2126.74","115","CDC PESSOA JURIDICA","19","CRÉDITO DIRETO AO CONSUMIDOR","744446","6","Original","0","20240514","71993.43","36164.92","44813.48","0","0","0","152971.83","Aberta","Vencida",false,,"R$ 2.126,74","R$ 71.993,43","R$ 36.164,92","R$ 44.813,48","R$ 152.971,83"
"1759","24","72870","CLIENTE 394","306903547186","928510","20230107","8","2126.74","115","CDC PESSOA JURIDICA","19","CRÉDITO DIRETO AO CONSUMIDOR","744446","7","Original","0","20220718","33525.12","87220.82","61814.05","0","0","0","182559.99","Aberta","Vencida",false,,"R$ 2.126,74","R$ 33.525,12","R$ 87.220,82","R$ 61.814,05","R$ 182.559,99"
"1759","24","72870","CLIENTE 394","306903547186","928510","20230107","8","2126.74","115","CDC PESSOA JURIDICA","19","CRÉDITO DIRETO AO CONSUMIDOR","744446","8","Original","0","20241107","6580.5","81342.67","78984.44","0","0","0","166907.61","Aberta","Vencida",false,,"R$ 2.126,74","R$ 6.580,50","R$ 81.342,67","R$ 78.984,44","R$ 166.907,61"
"1759","24","72870","CLIENTE 394","306903547186","928510","20230107","8","2126.74","115","CDC PESSOA JURIDICA","19","CRÉDITO DIRETO AO CONSUMIDOR","744446","9","Original","0","20231216","25113.85","96243.88","35596.89","0","0","0","156954.62","Aberta","Vencida",false,,"R$ 2.126,74","R$ 25.113,85","R$ 96.243,88","R$ 35.596,89","R$ 156.954,62"
"1565","11","42289","CLIENTE 395","756267369063","174023","20240906","9","26551.74","414","CDC PESSOA JURIDICA","14","CRÉDITO DIRETO AO CONSUMIDOR","494976","2","Original","0","20240202","42436.82","26399.3","94096.11","0","0","0","162932.22999999998","Aberta","Vencida",false,,"R$ 26.551,74","R$ 42.436,82","R$ 26.399,30","R$ 94.096,11","R$ 162.932,23"
"1565","11","42289","CLIENTE 395","756267369063","174023","20240906","9","26551.74","414","CDC PESSOA JURIDICA","14","CRÉDITO DIRETO AO CONSUMIDOR","494976","3","Original","0","20230625","59214.31","80321.32","62681.64","0","0","0","202217.27000000002","Aberta","Vencida",false,,"R$ 26.551,74","R$ 59.214,31","R$ 80.321,32","R$ 62.681,64","R$ 202.217,27"
"1565","11","42289","CLIENTE 395","756267369063","174023","20240906","9","26551.74","414","CDC PESSOA JURIDICA","14","CRÉDITO DIRETO AO CONSUMIDOR","494976","4","Original","0","20240711","77103.51","30844.78","66448.57","0","0","0","174396.86","Aberta","Vencida",false,,"R$ 26.551,74","R$ 77.103,51","R$ 30.844,78","R$ 66.448,57","R$ 174.396,86"
"1565","11","42289","CLIENTE 395","756267369063","174023","20240906","9","26551.74","414","CDC PESSOA JURIDICA","14","CRÉDITO DIRETO AO CONSUMIDOR","494976","5","Original","0","20231008","1703.66","67811","78751.64","0","0","0","148266.3","Aberta","Vencida",false,,"R$ 26.551,74","R$ 1.703,66","R$ 67.811,00","R$ 78.751,64","R$ 148.266,30"
"1565","11","42289","CLIENTE 395","756267369063","174023","20240906","9","26551.74","414","CDC PESSOA JURIDICA","14","CRÉDITO DIRETO AO CONSUMIDOR","494976","6","Original","0","20241225","23698.51","32502.47","84206.15","0","0","0","140407.13","Aberta","Vencida",false,,"R$ 26.551,74","R$ 23.698,51","R$ 32.502,47","R$ 84.206,15","R$ 140.407,13"
"1565","11","42289","CLIENTE 395","756267369063","174023","20240906","9","26551.74","414","CDC PESSOA JURIDICA","14","CRÉDITO DIRETO AO CONSUMIDOR","494976","7","Original","0","20220308","21632.41","75509.53","11768.61","0","0","0","108910.55","Aberta","Vencida",false,,"R$ 26.551,74","R$ 21.632,41","R$ 75.509,53","R$ 11.768,61","R$ 108.910,55"
"1565","11","42289","CLIENTE 395","756267369063","174023","20240906","9","26551.74","414","CDC PESSOA JURIDICA","14","CRÉDITO DIRETO AO CONSUMIDOR","494976","8","Original","0","20230706","8766.89","88700.64","77459.29","0","0","0","174926.82","Aberta","Vencida",false,,"R$ 26.551,74","R$ 8.766,89","R$ 88.700,64","R$ 77.459,29","R$ 174.926,82"
"1565","11","42289","CLIENTE 395","756267369063","174023","20240906","9","26551.74","414","CDC PESSOA JURIDICA","14","CRÉDITO DIRETO AO CONSUMIDOR","494976","9","Original","0","20240213","29822.86","1714.88","16407.7","0","0","0","47945.44","Aberta","Vencida",false,,"R$ 26.551,74","R$ 29.822,86","R$ 1.714,88","R$ 16.407,70","R$ 47.945,44"
"1565","11","42289","CLIENTE 395","756267369063","174023","20240906","9","26551.74","414","CDC PESSOA JURIDICA","14","CRÉDITO DIRETO AO CONSUMIDOR","494976","10","Original","0","20240312","81767.97","39708.64","65429.97","0","0","0","186906.58000000002","Aberta","Vencida",false,,"R$ 26.551,74","R$ 81.767,97","R$ 39.708,64","R$ 65.429,97","R$ 186.906,58"
"376","48","28597","CLIENTE 396","389180523848","831128","20220517","2","5023.29","116","CDC PESSOA JURIDICA","12","CRÉDITO DIRETO AO CONSUMIDOR","61916","2","Original","0","20220601","6412.22","91304.73","86452.16","0","0","0","184169.11","Aberta","Vencida",false,,"R$ 5.023,29","R$ 6.412,22","R$ 91.304,73","R$ 86.452,16","R$ 184.169,11"
"376","48","28597","CLIENTE 396","389180523848","831128","20220517","2","5023.29","116","CDC PESSOA JURIDICA","12","CRÉDITO DIRETO AO CONSUMIDOR","61916","3","Original","0","20230528","65312.42","43870.28","20500.5","0","0","0","129683.2","Aberta","Vencida",false,,"R$ 5.023,29","R$ 65.312,42","R$ 43.870,28","R$ 20.500,50","R$ 129.683,20"
"108","24","37576","CLIENTE 397","737617807598","562517","20220403","8","8966.75","1747","CDC PESSOA JURIDICA","1","CRÉDITO DIRETO AO CONSUMIDOR","104159","2","Original","0","20240610","37889.15","63938.2","28477.13","0","0","0","130304.48000000001","Aberta","Vencida",false,,"R$ 8.966,75","R$ 37.889,15","R$ 63.938,20","R$ 28.477,13","R$ 130.304,48"
"108","24","37576","CLIENTE 397","737617807598","562517","20220403","8","8966.75","1747","CDC PESSOA JURIDICA","1","CRÉDITO DIRETO AO CONSUMIDOR","104159","3","Original","0","20221223","20041.01","6908.34","11307.39","0","0","0","38256.74","Aberta","Vencida",false,,"R$ 8.966,75","R$ 20.041,01","R$ 6.908,34","R$ 11.307,39","R$ 38.256,74"
"108","24","37576","CLIENTE 397","737617807598","562517","20220403","8","8966.75","1747","CDC PESSOA JURIDICA","1","CRÉDITO DIRETO AO CONSUMIDOR","104159","4","Original","0","20220711","74053.26","26552.95","23607.07","0","0","0","124213.28","Aberta","Vencida",false,,"R$ 8.966,75","R$ 74.053,26","R$ 26.552,95","R$ 23.607,07","R$ 124.213,28"
"108","24","37576","CLIENTE 397","737617807598","562517","20220403","8","8966.75","1747","CDC PESSOA JURIDICA","1","CRÉDITO DIRETO AO CONSUMIDOR","104159","5","Original","0","20241028","81246.91","96357.96","20115.21","0","0","0","197720.08","Aberta","Vencida",false,,"R$ 8.966,75","R$ 81.246,91","R$ 96.357,96","R$ 20.115,21","R$ 197.720,08"
"108","24","37576","CLIENTE 397","737617807598","562517","20220403","8","8966.75","1747","CDC PESSOA JURIDICA","1","CRÉDITO DIRETO AO CONSUMIDOR","104159","6","Original","0","20220213","40742.85","16963.5","78521.02","0","0","0","136227.37","Aberta","Vencida",false,,"R$ 8.966,75","R$ 40.742,85","R$ 16.963,50","R$ 78.521,02","R$ 136.227,37"
"108","24","37576","CLIENTE 397","737617807598","562517","20220403","8","8966.75","1747","CDC PESSOA JURIDICA","1","CRÉDITO DIRETO AO CONSUMIDOR","104159","7","Original","0","20220122","93585.72","41451.08","92547.47","0","0","0","227584.27","Aberta","Vencida",false,,"R$ 8.966,75","R$ 93.585,72","R$ 41.451,08","R$ 92.547,47","R$ 227.584,27"
"108","24","37576","CLIENTE 397","737617807598","562517","20220403","8","8966.75","1747","CDC PESSOA JURIDICA","1","CRÉDITO DIRETO AO CONSUMIDOR","104159","8","Original","0","20240811","87407.69","42546.39","83750.94","0","0","0","213705.02000000002","Aberta","Vencida",false,,"R$ 8.966,75","R$ 87.407,69","R$ 42.546,39","R$ 83.750,94","R$ 213.705,02"
"108","24","37576","CLIENTE 397","737617807598","562517","20220403","8","8966.75","1747","CDC PESSOA JURIDICA","1","CRÉDITO DIRETO AO CONSUMIDOR","104159","9","Original","0","20231119","75181.16","22987.43","57982.56","0","0","0","156151.15","Aberta","Vencida",false,,"R$ 8.966,75","R$ 75.181,16","R$ 22.987,43","R$ 57.982,56","R$ 156.151,15"
"1981","1","88554","CLIENTE 398","858514811967","560597","20220510","3","67560.17","1415","CDC PESSOA JURIDICA","9","CRÉDITO DIRETO AO CONSUMIDOR","953188","2","Original","0","20230705","94937.09","83286.93","72246.56","0","0","0","250470.58","Aberta","Vencida",false,,"R$ 67.560,17","R$ 94.937,09","R$ 83.286,93","R$ 72.246,56","R$ 250.470,58"
"1981","1","88554","CLIENTE 398","858514811967","560597","20220510","3","67560.17","1415","CDC PESSOA JURIDICA","9","CRÉDITO DIRETO AO CONSUMIDOR","953188","3","Original","0","20240807","63144.94","18630.62","31818.69","0","0","0","113594.25","Aberta","Vencida",false,,"R$ 67.560,17","R$ 63.144,94","R$ 18.630,62","R$ 31.818,69","R$ 113.594,25"
"1981","1","88554","CLIENTE 398","858514811967","560597","20220510","3","67560.17","1415","CDC PESSOA JURIDICA","9","CRÉDITO DIRETO AO CONSUMIDOR","953188","4","Original","0","20231206","76257.75","23518.17","90943.56","0","0","0","190719.47999999998","Aberta","Vencida",false,,"R$ 67.560,17","R$ 76.257,75","R$ 23.518,17","R$ 90.943,56","R$ 190.719,48"
"105","41","70863","CLIENTE 399","958812541353","378073","20220526","2","53919.15","710","CDC PESSOA JURIDICA","3","CRÉDITO DIRETO AO CONSUMIDOR","656965","2","Original","0","20231213","64500.33","38696.4","9495.42","0","0","0","112692.15000000001","Aberta","Vencida",false,,"R$ 53.919,15","R$ 64.500,33","R$ 38.696,40","R$ 9.495,42","R$ 112.692,15"
"105","41","70863","CLIENTE 399","958812541353","378073","20220526","2","53919.15","710","CDC PESSOA JURIDICA","3","CRÉDITO DIRETO AO CONSUMIDOR","656965","3","Original","0","20230611","47313","63368.86","36433.13","0","0","0","147114.99","Aberta","Vencida",false,,"R$ 53.919,15","R$ 47.313,00","R$ 63.368,86","R$ 36.433,13","R$ 147.114,99"
"877","17","99367","CLIENTE 400","566094188765","403000","20230922","5","44140.98","976","CDC PESSOA JURIDICA","7","CRÉDITO DIRETO AO CONSUMIDOR","44753","2","Original","0","20220726","31469.36","11003.18","63061.32","0","0","0","105533.86","Aberta","Vencida",false,,"R$ 44.140,98","R$ 31.469,36","R$ 11.003,18","R$ 63.061,32","R$ 105.533,86"
"877","17","99367","CLIENTE 400","566094188765","403000","20230922","5","44140.98","976","CDC PESSOA JURIDICA","7","CRÉDITO DIRETO AO CONSUMIDOR","44753","3","Original","0","20240301","17596.41","47467.86","62879.81","0","0","0","127944.08","Aberta","Vencida",false,,"R$ 44.140,98","R$ 17.596,41","R$ 47.467,86","R$ 62.879,81","R$ 127.944,08"
"877","17","99367","CLIENTE 400","566094188765","403000","20230922","5","44140.98","976","CDC PESSOA JURIDICA","7","CRÉDITO DIRETO AO CONSUMIDOR","44753","4","Original","0","20221106","20776.9","89668.17","41667.02","0","0","0","152112.09","Aberta","Vencida",false,,"R$ 44.140,98","R$ 20.776,90","R$ 89.668,17","R$ 41.667,02","R$ 152.112,09"
"877","17","99367","CLIENTE 400","566094188765","403000","20230922","5","44140.98","976","CDC PESSOA JURIDICA","7","CRÉDITO DIRETO AO CONSUMIDOR","44753","5","Original","0","20240210","88590.52","75123.86","28436.24","0","0","0","192150.62","Aberta","Vencida",false,,"R$ 44.140,98","R$ 88.590,52","R$ 75.123,86","R$ 28.436,24","R$ 192.150,62"
"877","17","99367","CLIENTE 400","566094188765","403000","20230922","5","44140.98","976","CDC PESSOA JURIDICA","7","CRÉDITO DIRETO AO CONSUMIDOR","44753","6","Original","0","20220501","21410.99","22754.49","42444","0","0","0","86609.48000000001","Aberta","Vencida",false,,"R$ 44.140,98","R$ 21.410,99","R$ 22.754,49","R$ 42.444,00","R$ 86.609,48"
"1647","41","95343","CLIENTE 401","474767358641","269748","20230406","1","25884.26","298","CDC PESSOA JURIDICA","13","CRÉDITO DIRETO AO CONSUMIDOR","314529","2","Original","0","20220613","39410.31","70633.3","70746.15","0","0","0","180789.76","Aberta","Vencida",false,,"R$ 25.884,26","R$ 39.410,31","R$ 70.633,30","R$ 70.746,15","R$ 180.789,76"
"36","2","27849","CLIENTE 402","420243161114","211764","20221117","4","31039.46","1108","CDC PESSOA JURIDICA","2","CRÉDITO DIRETO AO CONSUMIDOR","388052","2","Original","0","20240804","45907.18","45907.32","47656.22","0","0","0","139470.72","Aberta","Vencida",false,,"R$ 31.039,46","R$ 45.907,18","R$ 45.907,32","R$ 47.656,22","R$ 139.470,72"
"36","2","27849","CLIENTE 402","420243161114","211764","20221117","4","31039.46","1108","CDC PESSOA JURIDICA","2","CRÉDITO DIRETO AO CONSUMIDOR","388052","3","Original","0","20230310","63365.64","2557.02","39336.9","0","0","0","105259.56","Aberta","Vencida",false,,"R$ 31.039,46","R$ 63.365,64","R$ 2.557,02","R$ 39.336,90","R$ 105.259,56"
"36","2","27849","CLIENTE 402","420243161114","211764","20221117","4","31039.46","1108","CDC PESSOA JURIDICA","2","CRÉDITO DIRETO AO CONSUMIDOR","388052","4","Original","0","20230307","7268.35","5744.98","75099.47","0","0","0","88112.8","Aberta","Vencida",false,,"R$ 31.039,46","R$ 7.268,35","R$ 5.744,98","R$ 75.099,47","R$ 88.112,80"
"36","2","27849","CLIENTE 402","420243161114","211764","20221117","4","31039.46","1108","CDC PESSOA JURIDICA","2","CRÉDITO DIRETO AO CONSUMIDOR","388052","5","Original","0","20240116","82495.8","49414.58","42320.68","0","0","0","174231.06","Aberta","Vencida",false,,"R$ 31.039,46","R$ 82.495,80","R$ 49.414,58","R$ 42.320,68","R$ 174.231,06"
"1491","49","79518","CLIENTE 403","262651615476","279196","20231222","6","25890.62","490","CDC PESSOA JURIDICA","3","CRÉDITO DIRETO AO CONSUMIDOR","943815","2","Original","0","20230821","49719.15","65211.07","43866.66","0","0","0","158796.88","Aberta","Vencida",false,,"R$ 25.890,62","R$ 49.719,15","R$ 65.211,07","R$ 43.866,66","R$ 158.796,88"
"1491","49","79518","CLIENTE 403","262651615476","279196","20231222","6","25890.62","490","CDC PESSOA JURIDICA","3","CRÉDITO DIRETO AO CONSUMIDOR","943815","3","Original","0","20220716","49505.2","81147.11","9497.04","0","0","0","140149.35","Aberta","Vencida",false,,"R$ 25.890,62","R$ 49.505,20","R$ 81.147,11","R$ 9.497,04","R$ 140.149,35"
"1491","49","79518","CLIENTE 403","262651615476","279196","20231222","6","25890.62","490","CDC PESSOA JURIDICA","3","CRÉDITO DIRETO AO CONSUMIDOR","943815","4","Original","0","20241219","17026.69","14321.23","10276.07","0","0","0","41623.99","Aberta","Vencida",false,,"R$ 25.890,62","R$ 17.026,69","R$ 14.321,23","R$ 10.276,07","R$ 41.623,99"
"1491","49","79518","CLIENTE 403","262651615476","279196","20231222","6","25890.62","490","CDC PESSOA JURIDICA","3","CRÉDITO DIRETO AO CONSUMIDOR","943815","5","Original","0","20240918","83696.27","68640.06","71361.61","0","0","0","223697.94","Aberta","Vencida",false,,"R$ 25.890,62","R$ 83.696,27","R$ 68.640,06","R$ 71.361,61","R$ 223.697,94"
"1491","49","79518","CLIENTE 403","262651615476","279196","20231222","6","25890.62","490","CDC PESSOA JURIDICA","3","CRÉDITO DIRETO AO CONSUMIDOR","943815","6","Original","0","20240614","65878.73","43300.73","87340.22","0","0","0","196519.68","Aberta","Vencida",false,,"R$ 25.890,62","R$ 65.878,73","R$ 43.300,73","R$ 87.340,22","R$ 196.519,68"
"1491","49","79518","CLIENTE 403","262651615476","279196","20231222","6","25890.62","490","CDC PESSOA JURIDICA","3","CRÉDITO DIRETO AO CONSUMIDOR","943815","7","Original","0","20220309","64595.68","21745.88","17620.3","0","0","0","103961.86","Aberta","Vencida",false,,"R$ 25.890,62","R$ 64.595,68","R$ 21.745,88","R$ 17.620,30","R$ 103.961,86"
"178","31","75319","CLIENTE 404","953545175080","102626","20220318","4","99261.53","958","CDC PESSOA JURIDICA","10","CRÉDITO DIRETO AO CONSUMIDOR","781296","2","Original","0","20230611","70854.8","90119.4","62757.41","0","0","0","223731.61000000002","Aberta","Vencida",false,,"R$ 99.261,53","R$ 70.854,80","R$ 90.119,40","R$ 62.757,41","R$ 223.731,61"
